0, 21 
1, 18 
2, 16 
3, 20 
4, 21 
5, 23 
6, 23 
7, 39 
8, 41 
9, 45 
10, 52 
11, 73 
12, 53 
13, 60 
14, 53 
15, 55 
16, 57 
17, 62 
18, 70 
19, 75 
20, 73 
21, 96 
22, 98 
23, 97 
24, 116 
25, 101 
26, 105 
27, 119 
28, 118 
29, 101 
30, 123 
31, 108 
32, 123 
33, 112 
34, 124 
35, 147 
36, 124 
37, 134 
38, 147 
39, 118 
40, 134 
41, 135 
42, 138 
43, 134 
44, 137 
45, 111 
46, 114 
47, 125 
48, 113 
49, 121 
50, 115 
51, 121 
52, 123 
53, 105 
54, 99 
55, 111 
56, 91 
57, 101 
58, 103 
59, 94 
60, 81 
61, 82 
62, 87 
63, 81 
64, 75 
65, 76 
66, 64 
67, 62 
68, 66 
69, 59 
70, 66 
71, 54 
72, 59 
73, 40 
74, 56 
75, 36 
76, 49 
77, 36 
78, 39 
79, 39 
80, 31 
81, 35 
82, 25 
83, 35 
84, 29 
85, 21 
86, 24 
87, 19 
88, 21 
89, 20 
90, 22 
91, 14 
92, 16 
93, 19 
94, 10 
95, 26 
96, 18 
97, 20 
98, 18 
99, 13 
100, 32 
