0, 3 
1, 2 
2, 2 
3, 3 
4, 4 
5, 1 
6, 2 
7, 1 
8, 3 
9, 2 
10, 2 
11, 3 
12, 2 
13, 4 
14, 0 
15, 1 
16, 1 
17, 0 
18, 1 
19, 2 
20, 1 
21, 2 
22, 5 
23, 2 
24, 1 
25, 3 
26, 0 
27, 1 
28, 4 
29, 3 
30, 2 
31, 2 
32, 0 
33, 1 
34, 1 
35, 1 
36, 1 
37, 3 
38, 2 
39, 1 
40, 1 
41, 1 
42, 0 
43, 1 
44, 0 
45, 2 
46, 0 
47, 0 
48, 2 
49, 1 
50, 0 
51, 1 
52, 3 
53, 0 
54, 0 
55, 2 
56, 0 
57, 0 
58, 1 
59, 0 
60, 2 
61, 0 
62, 0 
63, 0 
64, 0 
65, 0 
66, 0 
67, 0 
68, 0 
69, 0 
70, 0 
71, 1 
72, 0 
73, 0 
74, 1 
75, 0 
76, 0 
77, 0 
78, 0 
79, 0 
80, 1 
81, 0 
82, 0 
83, 1 
84, 0 
85, 0 
86, 0 
87, 0 
88, 1 
89, 0 
90, 0 
91, 0 
92, 1 
93, 0 
94, 0 
95, 0 
96, 0 
97, 1 
98, 2 
99, 0 
100, 1 
101, 3 
102, 1 
103, 1 
104, 3 
105, 2 
106, 1 
107, 1 
108, 1 
109, 1 
110, 2 
111, 1 
112, 3 
113, 0 
114, 3 
115, 1 
116, 2 
117, 3 
118, 2 
119, 3 
120, 1 
121, 4 
122, 0 
123, 0 
124, 2 
125, 0 
126, 1 
127, 1 
128, 0 
129, 2 
130, 1 
131, 1 
132, 2 
133, 2 
134, 1 
135, 0 
136, 1 
137, 0 
138, 0 
139, 0 
140, 1 
141, 0 
142, 0 
143, 1 
144, 2 
145, 0 
146, 1 
147, 0 
148, 0 
149, 0 
150, 0 
151, 0 
152, 0 
153, 0 
154, 0 
155, 0 
156, 0 
157, 0 
158, 0 
159, 1 
160, 0 
161, 1 
162, 0 
163, 0 
164, 0 
165, 0 
166, 1 
167, 0 
168, 0 
169, 0 
170, 0 
171, 0 
172, 0 
173, 1 
174, 0 
175, 0 
176, 0 
177, 0 
178, 0 
179, 0 
180, 0 
181, 0 
182, 0 
183, 0 
184, 0 
185, 0 
186, 0 
187, 1 
188, 0 
189, 0 
190, 0 
191, 0 
192, 0 
193, 0 
194, 0 
195, 0 
196, 1 
197, 0 
198, 0 
199, 1 
200, 0 
201, 4 
202, 0 
203, 1 
204, 0 
205, 2 
206, 2 
207, 2 
208, 0 
209, 3 
210, 3 
211, 2 
212, 2 
213, 2 
214, 2 
215, 4 
216, 2 
217, 1 
218, 0 
219, 6 
220, 2 
221, 3 
222, 1 
223, 5 
224, 0 
225, 5 
226, 4 
227, 3 
228, 2 
229, 1 
230, 2 
231, 1 
232, 1 
233, 0 
234, 0 
235, 2 
236, 1 
237, 0 
238, 1 
239, 0 
240, 3 
241, 0 
242, 1 
243, 0 
244, 0 
245, 0 
246, 0 
247, 0 
248, 0 
249, 1 
250, 0 
251, 0 
252, 0 
253, 0 
254, 0 
255, 0 
256, 0 
257, 1 
258, 0 
259, 0 
260, 1 
261, 0 
262, 0 
263, 0 
264, 1 
265, 0 
266, 1 
267, 0 
268, 0 
269, 0 
270, 0 
271, 1 
272, 0 
273, 0 
274, 0 
275, 0 
276, 0 
277, 0 
278, 0 
279, 0 
280, 1 
281, 0 
282, 0 
283, 0 
284, 0 
285, 0 
286, 0 
287, 0 
288, 0 
289, 0 
290, 0 
291, 0 
292, 0 
293, 0 
294, 0 
295, 1 
296, 0 
297, 1 
298, 2 
299, 1 
300, 0 
301, 2 
302, 2 
303, 1 
304, 0 
305, 3 
306, 3 
307, 3 
308, 4 
309, 6 
310, 3 
311, 6 
312, 10 
313, 5 
314, 11 
315, 7 
316, 7 
317, 7 
318, 11 
319, 8 
320, 15 
321, 7 
322, 7 
323, 8 
324, 8 
325, 6 
326, 5 
327, 16 
328, 8 
329, 9 
330, 11 
331, 9 
332, 5 
333, 5 
334, 5 
335, 6 
