0, 0 
1, 1 
2, 1 
3, 1 
4, 3 
5, 1 
6, 1 
7, 1 
8, 0 
9, 2 
10, 0 
11, 1 
12, 0 
13, 2 
14, 0 
15, 2 
16, 0 
17, 2 
18, 0 
19, 0 
20, 2 
21, 0 
22, 0 
23, 0 
24, 0 
25, 2 
26, 0 
27, 2 
28, 0 
29, 1 
30, 0 
31, 0 
32, 0 
33, 0 
34, 1 
35, 0 
36, 0 
37, 0 
38, 1 
39, 0 
40, 0 
41, 1 
42, 1 
43, 2 
44, 0 
45, 0 
46, 0 
47, 1 
48, 1 
49, 1 
50, 3 
51, 0 
52, 0 
53, 0 
54, 0 
55, 1 
56, 1 
57, 0 
58, 0 
59, 0 
60, 1 
61, 1 
62, 0 
63, 0 
64, 0 
65, 1 
66, 0 
67, 0 
68, 0 
69, 1 
70, 0 
71, 0 
72, 0 
73, 0 
74, 2 
75, 0 
76, 0 
77, 1 
78, 0 
79, 0 
80, 1 
81, 0 
82, 1 
83, 0 
84, 0 
85, 0 
86, 0 
87, 1 
88, 0 
89, 1 
90, 2 
91, 0 
92, 0 
93, 0 
94, 0 
95, 0 
96, 1 
97, 2 
98, 2 
99, 0 
100, 1 
101, 1 
102, 2 
103, 1 
104, 1 
105, 4 
106, 0 
107, 0 
108, 1 
109, 1 
110, 2 
111, 1 
112, 2 
113, 0 
114, 1 
115, 1 
116, 1 
117, 2 
118, 1 
119, 0 
120, 1 
121, 2 
122, 0 
123, 1 
124, 1 
125, 0 
126, 0 
127, 0 
128, 0 
129, 2 
130, 0 
131, 1 
132, 1 
133, 1 
134, 1 
135, 1 
136, 1 
137, 2 
138, 1 
139, 1 
140, 0 
141, 1 
142, 1 
143, 0 
144, 0 
145, 0 
146, 1 
147, 0 
148, 0 
149, 1 
150, 0 
151, 1 
152, 0 
153, 4 
154, 1 
155, 3 
156, 1 
157, 1 
158, 0 
159, 0 
160, 0 
161, 4 
162, 0 
163, 1 
164, 1 
165, 0 
166, 1 
167, 3 
168, 2 
169, 4 
170, 2 
171, 1 
172, 3 
173, 1 
174, 2 
175, 2 
176, 2 
177, 3 
178, 0 
179, 1 
180, 2 
181, 2 
182, 2 
183, 1 
184, 2 
185, 1 
186, 1 
187, 2 
188, 2 
189, 1 
190, 1 
191, 2 
192, 0 
193, 0 
194, 2 
195, 0 
196, 0 
197, 0 
198, 0 
199, 1 
200, 2 
201, 2 
202, 1 
203, 1 
204, 0 
205, 1 
206, 0 
207, 1 
208, 1 
209, 2 
210, 2 
211, 0 
212, 0 
213, 0 
214, 0 
215, 2 
216, 0 
217, 0 
218, 0 
219, 0 
220, 0 
221, 0 
222, 0 
223, 0 
224, 1 
225, 0 
226, 0 
227, 0 
228, 1 
229, 0 
230, 0 
231, 1 
232, 0 
233, 0 
234, 1 
235, 1 
236, 0 
237, 0 
238, 0 
239, 0 
240, 0 
241, 1 
242, 1 
243, 3 
244, 0 
245, 0 
246, 0 
247, 1 
248, 0 
249, 1 
250, 0 
251, 0 
252, 2 
253, 0 
254, 0 
255, 0 
256, 3 
257, 4 
258, 3 
259, 2 
260, 2 
261, 6 
262, 5 
263, 4 
264, 2 
265, 5 
266, 2 
267, 1 
268, 1 
269, 3 
270, 3 
271, 6 
272, 4 
273, 5 
274, 4 
275, 6 
276, 3 
277, 1 
278, 11 
279, 2 
280, 4 
281, 3 
282, 2 
283, 3 
284, 2 
285, 2 
286, 1 
287, 8 
288, 3 
289, 6 
290, 3 
291, 3 
292, 4 
293, 7 
294, 5 
295, 4 
296, 3 
297, 1 
298, 2 
299, 1 
300, 5 
301, 2 
302, 5 
303, 3 
304, 4 
305, 1 
306, 5 
307, 1 
308, 5 
309, 1 
310, 4 
311, 0 
312, 3 
313, 2 
314, 4 
315, 0 
316, 5 
317, 3 
318, 6 
319, 3 
320, 0 
321, 2 
322, 0 
323, 0 
324, 1 
325, 0 
326, 0 
327, 0 
328, 1 
329, 1 
330, 1 
331, 1 
332, 1 
333, 1 
334, 0 
335, 2 
336, 2 
337, 3 
338, 0 
339, 0 
340, 0 
341, 2 
342, 2 
343, 2 
344, 0 
345, 1 
346, 2 
347, 1 
348, 1 
349, 1 
350, 1 
351, 0 
352, 3 
353, 3 
354, 6 
355, 6 
356, 3 
357, 6 
358, 3 
359, 5 
360, 3 
361, 1 
362, 5 
363, 1 
364, 5 
365, 5 
366, 1 
367, 1 
368, 3 
369, 4 
370, 3 
371, 3 
372, 4 
373, 2 
374, 0 
375, 3 
376, 1 
377, 5 
378, 3 
379, 2 
380, 4 
381, 3 
382, 5 
383, 3 
384, 1 
385, 0 
386, 0 
387, 0 
388, 0 
389, 1 
390, 0 
391, 0 
392, 0 
393, 2 
394, 0 
395, 0 
396, 0 
397, 0 
398, 0 
399, 0 
400, 0 
401, 0 
402, 0 
403, 2 
404, 1 
405, 0 
406, 0 
407, 0 
408, 0 
409, 0 
410, 1 
411, 2 
412, 0 
413, 0 
414, 0 
415, 0 
416, 0 
417, 1 
418, 0 
419, 0 
420, 1 
421, 1 
422, 0 
423, 0 
424, 0 
425, 2 
426, 0 
427, 0 
428, 0 
429, 0 
430, 0 
431, 0 
432, 1 
433, 1 
434, 1 
435, 0 
436, 0 
437, 0 
438, 0 
439, 0 
440, 0 
441, 0 
442, 0 
443, 0 
444, 0 
445, 1 
446, 0 
447, 0 
448, 1 
449, 1 
450, 0 
451, 1 
452, 1 
453, 0 
454, 1 
455, 0 
456, 0 
457, 0 
458, 0 
459, 1 
460, 0 
461, 0 
462, 0 
463, 1 
464, 0 
465, 1 
466, 0 
467, 0 
468, 0 
469, 0 
470, 0 
471, 1 
472, 1 
473, 1 
474, 0 
475, 1 
476, 0 
477, 0 
478, 0 
479, 0 
480, 1 
481, 1 
482, 1 
483, 0 
484, 0 
485, 0 
486, 0 
487, 1 
488, 0 
489, 1 
490, 0 
491, 0 
492, 0 
493, 1 
494, 0 
495, 0 
496, 1 
497, 1 
498, 0 
499, 1 
500, 1 
501, 1 
502, 0 
503, 0 
504, 0 
505, 1 
506, 0 
507, 1 
508, 0 
509, 0 
510, 0 
511, 0 
512, 4 
513, 2 
514, 4 
515, 2 
516, 4 
517, 4 
518, 5 
519, 4 
520, 2 
521, 3 
522, 4 
523, 2 
524, 0 
525, 3 
526, 8 
527, 1 
528, 5 
529, 6 
530, 4 
531, 4 
532, 5 
533, 5 
534, 5 
535, 3 
536, 5 
537, 7 
538, 7 
539, 4 
540, 6 
541, 7 
542, 2 
543, 2 
544, 3 
545, 5 
546, 2 
547, 5 
548, 2 
549, 8 
550, 5 
551, 1 
552, 5 
553, 6 
554, 4 
555, 4 
556, 5 
557, 6 
558, 6 
559, 8 
560, 6 
561, 4 
562, 4 
563, 1 
564, 4 
565, 2 
566, 5 
567, 2 
568, 4 
569, 6 
570, 2 
571, 5 
572, 2 
573, 8 
574, 5 
575, 4 
576, 3 
577, 6 
578, 3 
579, 4 
580, 6 
581, 2 
582, 4 
583, 4 
584, 3 
585, 10 
586, 6 
587, 4 
588, 4 
589, 7 
590, 2 
591, 2 
592, 12 
593, 2 
594, 9 
595, 2 
596, 3 
597, 7 
598, 3 
599, 3 
600, 1 
601, 7 
602, 2 
603, 2 
604, 6 
605, 6 
606, 1 
607, 6 
608, 2 
609, 5 
610, 4 
611, 3 
612, 8 
613, 3 
614, 5 
615, 3 
616, 3 
617, 8 
618, 5 
619, 1 
620, 0 
621, 5 
622, 3 
623, 3 
624, 3 
625, 6 
626, 4 
627, 1 
628, 5 
629, 4 
630, 4 
631, 4 
632, 4 
633, 9 
634, 5 
635, 3 
636, 8 
637, 4 
638, 1 
639, 5 
640, 2 
641, 5 
642, 3 
643, 0 
644, 6 
645, 6 
646, 1 
647, 3 
648, 4 
649, 6 
650, 4 
651, 6 
652, 5 
653, 4 
654, 2 
655, 8 
656, 3 
657, 10 
658, 6 
659, 6 
660, 4 
661, 4 
662, 6 
663, 7 
664, 4 
665, 7 
666, 7 
667, 5 
668, 8 
669, 4 
670, 1 
671, 3 
672, 4 
673, 4 
674, 7 
675, 3 
676, 7 
677, 4 
678, 3 
679, 4 
680, 7 
681, 6 
682, 4 
683, 6 
684, 5 
685, 5 
686, 4 
687, 6 
688, 4 
689, 4 
690, 4 
691, 3 
692, 4 
693, 6 
694, 3 
695, 5 
696, 3 
697, 7 
698, 4 
699, 2 
700, 7 
701, 6 
702, 3 
703, 5 
704, 0 
705, 1 
706, 1 
707, 0 
708, 0 
709, 0 
710, 0 
711, 2 
712, 0 
713, 3 
714, 3 
715, 0 
716, 3 
717, 2 
